1,1,3200,1200,1000,0,2,0
1,2,3300,1300,1050,0,2,12
1,3,3400,1400,1100,0,2,24
1,4,3500,1500,1150,0,2,36
1,5,3600,1600,1170,0,2,48
1,6,3700,1700,1190,0,2,60
1,7,3800,1800,1230,0,2,72
1,8,3900,1900,1270,0,2,84
1,9,4000,2000,1310,0,2,96
1,10,4100,2100,1350,0,2,108
1,11,4200,2200,1390,0,2,120
1,12,4300,2300,1430,0,2,132
1,13,4400,2400,1470,0,2,144
1,14,4500,2500,1510,0,2,156
1,15,4600,2600,1550,0,2,168
1,16,4700,2700,1590,0,2,180
1,17,4800,2800,1630,0,2,192
1,18,4900,2900,1670,0,2,204
1,19,5000,3000,1710,0,2,216
1,20,5100,3100,1750,0,2,228
2,1,2800,800,800,900,2,0
2,2,2900,850,825,1050,2,12
2,3,3000,900,850,1200,2,24
2,4,3100,950,875,1350,2,36
2,5,3200,1000,900,1500,2,48
2,6,3300,1050,925,1650,2,60
2,7,3400,1100,950,1800,2,72
2,8,3500,1150,975,1950,2,84
2,9,3600,1200,1000,2100,2,96
2,10,3700,1250,1025,2250,2,108
2,11,3800,1300,1050,2400,2,120
2,12,3900,1350,1075,2550,2,132
2,13,4000,1400,1100,2700,2,144
2,14,4100,1450,1125,2850,2,156
2,15,4200,1500,1150,3000,2,168
2,16,4300,1550,1175,3150,2,180
2,17,4400,1600,1200,3300,2,192
2,18,4500,1650,1225,3450,2,204
2,19,4600,1700,1250,3600,2,216
2,20,4700,1750,1275,3750,2,228
3,1,3000,1400,800,0,5,0
3,2,3050,1550,850,0,5,12
3,3,3100,1700,900,0,5,24
3,4,3150,1850,950,0,5,36
3,5,3200,2000,1000,0,5,48
3,6,3250,2150,1050,0,5,60
3,7,3300,2300,1100,0,5,72
3,8,3350,2450,1150,0,5,84
3,9,3400,2600,1200,0,5,96
3,10,3450,2750,1250,0,5,108
3,11,3500,2900,1300,0,5,120
3,12,3550,3050,1350,0,5,132
3,13,3600,3200,1400,0,5,144
3,14,3650,3350,1450,0,5,156
3,15,3700,3500,1500,0,5,168
3,16,3750,3650,1550,0,5,180
3,17,3800,3800,1600,0,5,192
3,18,3850,3950,1650,0,5,204
3,19,3900,4100,1700,0,5,216
3,20,3950,4250,1750,0,5,228
4,1,4000,1200,900,1200,7,0
4,2,4100,1250,950,1350,7,12
4,3,4200,1300,1000,1500,7,24
4,4,4300,1350,1050,1650,7,36
4,5,4400,1400,1100,1800,7,48
4,6,4500,1450,1150,1950,7,60
4,7,4600,1500,1200,2100,7,72
4,8,4700,1550,1250,2250,7,84
4,9,4800,1600,1300,2400,7,96
4,10,4900,1650,1350,2550,7,108
4,11,5000,1700,1400,2700,7,120
4,12,5100,1750,1450,2850,7,132
4,13,5200,1800,1500,3000,7,144
4,14,5300,1850,1550,3150,7,156
4,15,5400,1900,1600,3300,7,168
4,16,5500,1950,1650,3450,7,180
4,17,5600,2000,1700,3600,7,192
4,18,5700,2050,1750,3750,7,204
4,19,5800,2100,1800,3900,7,216
4,20,5900,2150,1850,4050,7,228
5,1,4400,1500,1200,0,10,0
5,2,4450,1550,1250,0,10,12
5,3,4500,1600,1300,0,10,24
5,4,4550,1650,1350,0,10,36
5,5,4600,1700,1400,0,10,48
5,6,4650,1750,1450,0,10,60
5,7,4700,1800,1500,0,10,72
5,8,4750,1850,1550,0,10,84
5,9,4800,1900,1600,0,10,96
5,10,4850,1950,1650,0,10,108
5,11,4900,2000,1700,0,10,120
5,12,4950,2050,1750,0,10,132
5,13,5000,2100,1800,0,10,144
5,14,5050,2150,1850,0,10,156
5,15,5100,2200,1900,0,10,168
5,16,5150,2250,1950,0,10,180
5,17,5200,2300,2000,0,10,192
5,18,5250,2350,2050,0,10,204
5,19,5300,2400,2100,0,10,216
5,20,5350,2450,2150,0,10,228
6,1,4500,1600,1400,1200,15,0
6,2,4600,1700,1500,1300,15,12
6,3,4700,1800,1600,1400,15,24
6,4,4800,1900,1700,1500,15,36
6,5,4900,2000,1800,1600,15,48
6,6,5000,2100,1900,1700,15,60
6,7,5100,2200,2000,1800,15,72
6,8,5200,2300,2100,1900,15,84
6,9,5300,2400,2200,2000,15,96
6,10,5400,2500,2300,2100,15,108
6,11,5500,2600,2400,2200,15,120
6,12,5600,2700,2500,2300,15,132
6,13,5700,2800,2600,2400,15,144
6,14,5800,2900,2700,2500,15,156
6,15,5900,3000,2800,2600,15,168
6,16,6000,3100,2900,2700,15,180
6,17,6100,3200,3000,2800,15,192
6,18,6200,3300,3100,2900,15,204
6,19,6300,3400,3200,3000,15,216
6,20,6400,3500,3300,3100,15,228
